audio_path,reference,wer,w2v_hyp,w2v_score,gtts_ll,gtts_prior,gtts_delta
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magara ty of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.88200378418,7493.9296875,-85963.125,93457.0546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magara ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.79783052206,7851.8828125,-86063.0390625,93914.921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now how to sift the whet frome the chaff in what they heer and what they redd,6356.7932472229,7563.6875,-86102.84375,93666.53125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming maar ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6356.779583930969,7518.8203125,-86144.6484375,93663.46875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming magor ity of people in this country now how to sift the whet frome the chaf in what they heer and what they read,6356.734084606171,7041.46875,-86031.28125,93072.75
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma gar ity of people in this contry now how to sift the wet frome the chaf in what they heer and what they read,6356.73111987114,7870.0703125,-86076.640625,93946.7109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,8,the over whelming majority of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.701663970947,7989.7734375,-86000.0859375,93989.859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming ma garrity of people in this contry now how to sift the wet frome the chaf in what they heer and what they read,6356.69859290123,7799.84375,-86079.4609375,93879.3046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma gar itty of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.688060045242,7827.4375,-86054.34375,93881.78125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming madar ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.664211273193,7437.6484375,-86112.5,93550.1484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to sift the whet frome the chaf in whate they heer and what they read,6356.654794216156,6920.6171875,-86063.453125,92984.0703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming magor ity of people in this contry now haow to sift the whet frome the chaf in what they heer and what they redd,6356.584404468536,7748.9140625,-86095.8828125,93844.796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor itty of people in this contry now how to sift the wet frome the chaf in what they heer and what they read,6356.582979679108,8174.03125,-86068.203125,94242.234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming ma gar ity of people in this contry now how to sift the whet frome the chaff in what they heer and what they read,6356.571174860001,7436.421875,-86097.5,93533.921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming ma garrity of people in this contry now how to sift the whet frome the chaff in what they heer and what they read,6356.538647890091,7377.6796875,-86007.2421875,93384.921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to sift the wheet frome the chaf in what they heer and what they redd,6356.52051782608,7561.1875,-86041.7109375,93602.8984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming magor ity of people in this contry now how to sift the wet frome the chaff in what they heer and what they read,6356.466094493866,7490.234375,-86130.625,93620.859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now how to sift the wheat frome the chaf in what they heer and what they redd,6356.463600158691,7880.90625,-85988.859375,93869.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming maar ity of people in this contry now how to sift the wet frome the chaf in what they heer and what they read,6356.452431201935,7754.609375,-86104.28125,93858.890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming magor ity of people in this contry now how to sift the whet frome the chaf in what they heer and whate they redd,6356.438908100128,7451.859375,-86045.234375,93497.09375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming magor itty of people in this contry now how to sift the whet frome the chaff in what they heer and what they read,6356.423034667969,7788.0390625,-86039.78125,93827.8203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming maar itty of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.409371376038,7713.8359375,-86087.78125,93801.6171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming ma gar ity of people in this contry now haow to sift the whet frome the chaf in what they heer and what they read,6356.362332105637,7683.3359375,-86151.359375,93834.6953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma garrity of people in this contry now haow to sift the whet frome the chaf in what they heer and what they read,6356.329805135727,7586.96875,-86089.5546875,93676.5234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma gar ity of people in this contry now how to sift the wheet frome the chaf in what they heer and what they read,6356.2984454631805,7835.2578125,-86041.453125,93876.7109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming maar ity of people in this contry now how to sift the whet frome the chaff in what they heer and what they read,6356.292486190796,7759.2890625,-86105.125,93864.4140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in theis contry now how to sift the whet frome the chaf in what they heer and what they read,6356.276472091675,7803.8671875,-86083.578125,93887.4453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming ma garrity of people in this contry now how to sift the wheet frome the chaf in what they heer and what they read,6356.265918493271,8094.421875,-86069.4140625,94163.8359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to sift the whet frome the chafe in what they heer and what they redd,6356.258204460144,7459.78125,-86075.734375,93535.515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now haow to sift the wet frome the chaf in what they heer and what they read,6356.257251739502,7489.3671875,-86080.9140625,93570.28125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming ma gar ity of people in this contry now how to sift the wheat frome the chaf in what they heer and what they read,6356.241527795792,7688.0625,-86006.328125,93694.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming magor ity of peeple in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6356.230896949768,7452.015625,-86220.890625,93672.90625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming ma gar ity of people in this contry now how to sift the whet frome the chaf in what they heer and whate they read,6356.216835737228,7290.5546875,-86084.3359375,93374.890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor itty of people in this contry now haow to sift the whet frome the chaf in what they heer and what they read,6356.214191913605,7699.2578125,-86073.796875,93773.0546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming ma garrity of people in this contry now how to sift the wheat frome the chaf in what they heer and what they read,6356.209000825882,7938.4140625,-85983.8828125,93922.296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now how to sift the weet frome the chaf in what they heer and what they read,6356.193365097046,7437.1484375,-86107.484375,93544.6328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma garrity of people in this contry now how to sift the whet frome the chaf in what they heer and whate they read,6356.184308767319,7787.984375,-86031.125,93819.109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming magor ity of people in this contry now how to sifted the whet frome the chaf in what they heer and what they redd,6356.184143662453,7295.3203125,-86073.953125,93369.2734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,they over whelming magor ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.155576229096,7848.5625,-86054.5859375,93903.1484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor itty of people in this contry now how to sift the wheet frome the chaf in what they heer and what they read,6356.150305271149,7782.15625,-86062.796875,93844.953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to sift the wet frome the chaf in what they heer and whate they read,6356.111755371094,7600.28125,-86082.484375,93682.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they red,6356.103950977325,7899.546875,-86039.5,93939.046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now haow to sift the whet frome the chaff in what they heer and what they read,6356.097306728363,7498.2578125,-86106.8828125,93605.140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming magor itty of people in this contry now how to sift the wheat frome the chaf in what they heer and what they read,6356.09338760376,8079.640625,-86057.1875,94136.828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming maar ity of people in this contry now haow to sift the whet frome the chaf in what they heer and what they read,6356.083643436432,7693.921875,-86073.8984375,93767.8203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor itty of people in this contry now how to sift the whet frome the chaf in what they heer and whate they read,6356.0686955451965,7035.7734375,-86065.5078125,93101.28125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma gar ity of people in this contry now how to sift the whet frome the chafe in what they heer and what they read,6356.036132097244,7393.0546875,-86079.875,93472.9296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming magor ity of people in this contry now how to sift the wheet frome the chaff in what they heer and what they read,6356.033420085907,7057.875,-86029.328125,93087.203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming maar ity of people in this contry now how to sift the wheet frome the chaf in what they heer and what they read,6356.019756793976,8007.3359375,-86023.8203125,94031.15625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming ma gar ity of peeple in this contry now how to sift the whet frome the chaf in what they heer and what they read,6356.008824586868,7320.828125,-86164.0390625,93484.8671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming ma garrity of people in this contry now how to sift the whet frome the chafe in what they heer and what they read,6356.003605127335,7524.453125,-86110.953125,93635.40625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magara ty of people in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6355.98971414566,7487.828125,-86006.0,93493.828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,8,the over whelming magor ity of people in this contry now how to sift the wheat frome the chaff in what they heer and what they read,6355.976502418518,6997.2734375,-86016.6015625,93013.875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma garrity of peeple in this contry now how to sift the whet frome the chaf in what they heer and what they read,6355.976297616959,7991.9296875,-86151.46875,94143.3984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming maar ity of people in this contry now how to sift the wheat frome the chaf in what they heer and what they read,6355.962839126587,7249.40625,-86018.359375,93267.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming ma gar ity of people in this contry now how to sifted the whet frome the chaf in what they heer and what they read,6355.962071299553,7695.2578125,-86082.359375,93777.6171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now how to sift the whet frome the chaff in what they heer and whate they read,6355.951810359955,7547.421875,-86113.25,93660.671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming maar ity of people in this contry now how to sift the whet frome the chaf in what they heer and whate they read,6355.938147068024,7225.171875,-86061.734375,93286.90625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now how to sift the wet frome the chafe in what they heer and what they read,6355.93105173111,7623.3046875,-86100.8125,93724.1171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma garrity of people in this contry now how to sifted the whet frome the chaf in what they heer and what they read,6355.929544329643,7237.46875,-86071.546875,93309.015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magara ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6355.905540883541,7402.9921875,-86080.21875,93483.2109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of peeple in this contry now how to sift the wet frome the chaf in what they heer and what they read,6355.903744220734,7429.0078125,-86180.03125,93609.0390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor itty of people in this contry now how to sift the whet frome the chafe in what they heer and what they read,6355.887991905212,6952.390625,-86061.625,93014.015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor itty of peeple in this contry now how to sift the whet frome the chaf in what they heer and what they read,6355.860684394836,6754.6953125,-86098.640625,92853.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to sifted the wet frome the chaf in what they heer and what they read,6355.856990933418,7709.6796875,-86031.8359375,93741.515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this country now how to sift the whet frome the chaf in what they heer and what they redd,6355.841794967651,7777.65625,-86049.3203125,93826.9765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming ma gar ity of people in this contry now how to sift the wet frome the chaf in what they heer and what they redd,6355.83883023262,7725.515625,-86079.96875,93805.484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now haow to sift the wheet frome the chaf in what they heer and what they read,6355.824577331543,8067.484375,-86019.2265625,94086.7109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor itty of people in this contry now how to sifted the whet frome the chaf in what they heer and what they read,6355.813931107521,7578.0546875,-86028.046875,93606.1015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,9,the over whelming majority of people in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6355.809374332428,7736.484375,-86004.21875,93740.703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming ma garrity of people in this contry now how to sift the wet frome the chaf in what they heer and what they redd,6355.806303262711,7703.5703125,-86076.1640625,93779.734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,12,the over whelming ma gar itty of people in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6355.795770406723,7464.5546875,-86009.0625,93473.6171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming magor ity of people in this contry now how to swift the whet frome the chaf in what they heer and what they read,6355.784601211548,7040.6171875,-86047.1328125,93087.75
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,11,the over whelming madar ity of people in this contry now how to sift the whet frome the chaf in what they heer and what they redd,6355.771921634674,7451.7109375,-86117.9375,93569.6484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,10,the over whelming magor ity of people in this contry now haow to sift the wheat frome the chaf in what they heer and what they read,6355.767659664154,7431.921875,-86050.65625,93482.578125
