audio_path,reference,wer,w2v_hyp,w2v_score
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they tread,6166.520576252934
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reed,6166.369717988966
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rad,6165.580031187533
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what the red,6164.692801572081
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they re,6164.352318590877
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they bread,6164.349689708947
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they raid,6164.323436436651
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reade,6164.134704163073
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ready,6164.037695310114
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they redd,6163.7493783307045
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they bred,6163.644284371137
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.01,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they red,6162.960504983066
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they tread,6162.885362058875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reared,6162.827046773431
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reed,6162.734503794907
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they are,6162.617769410609
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ride,6162.528887125251
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they cried,6162.322060657737
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they were,6162.037138776182
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,they over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they red,6162.000664971469
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rad,6161.944816993474
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rend,6161.894846196173
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what the read,6161.604985871312
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rid,6161.518232146499
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they road,6161.262785067557
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rear,6161.195312585828
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they reed,6160.898415060043
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they cheer and what they red,6160.794933446046
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reid,6160.780915091035
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they re,6160.717104396818
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they bread,6160.714475514888
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ridd,6160.69905609965
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they raid,6160.688222242592
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rade,6160.540027034281
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reade,6160.499489969015
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they raed,6160.481672784684
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reread,6160.404552720782
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ready,6160.402481116055
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ran,6160.285923453567
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rode,6160.170264555213
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they here and what they red,6160.12023218095
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they redd,6160.114164136646
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they rad,6160.1087282586095
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they bred,6160.009070177078
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they greed,6159.575509595868
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they brad,6159.357722212075
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ride,6158.893672931192
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they re,6158.881015661954
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they bread,6158.878386780024
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they raid,6158.852133507728
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they cried,6158.686846463678
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they reade,6158.66340123415
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they treed,6158.625833935139
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they ready,6158.566392381191
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they redd,6158.278075401781
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rd,6158.240243904588
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they bred,6158.172981442213
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rod,6158.059003701208
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they freed,6158.052580722568
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rea,6158.026570557354
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they read d,6157.932210158107
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rid,6157.88301795244
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they real,6157.8732982575875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ried,6157.846565791366
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rede,6157.72208147764
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rudd,6157.719388565419
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they road,6157.627570873498
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rear,6157.560098391769
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.04,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they heard and what they red,6157.55170448005
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they raad,6157.471618095634
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rodd,6157.286557992695
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.01,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they reed,6157.263200865983
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reads,6157.188628118037
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they cheer and what they red,6157.159719251988
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they reid,6157.145700896976
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they ridd,6157.063841905591
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the over whelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they ride,6157.057584196327
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.03,the over whelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rage,6157.022969475982
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ022-0023.wav,the overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read,0.02,the overwhelming majority of people in this country now how to sift the wheat from the chaff in what they hear and what they rade,6156.904812840222
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in at 1035,5292.408206164833
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in a 1035,5287.258714234827
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.03,as is shown by the report of the commissioners to enquire into the state of the municipal corporations in at 1035,5280.041996172664
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in ate 1035,5278.8764940285655
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.03,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in a tent 35,5277.091100879906
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in aten 35,5277.053227603433
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.03,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in at 1035 e,5276.317663712497
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in ae 1035,5276.259770958421
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in ah 1035,5276.105574154851
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.03,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in a then 35,5275.743736315962
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0201.wav,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in 1835,0.02,as is shown by the report of the commissioners to inquire into the state of the municipal corporations in as 1035,5275.706841478345
