id,talk_id,speaker_id,reference,hypothesis,wer
<F0_M>,AlGore_2009,S45,coalergy we view climate change as a very serious threat to our business that is why we have made it our primary goal to spend a large sum of money on an advertising effort to help bring out and complicate the truth about coal,large whe vne climat change as a very siri os threat to ar bisness thats why weve mad it ar primary gold to spend a large some of money on an advertising efer t to help bring owt and complicate the troth about colonel,0.09292035398230089
<F0_M>,AlGore_2009,S45,the fact is coal is not dirty we think it is clean,the fact di as cold isnt durty we think its clean,0.14
<F0_M>,AlGore_2009,S45,smells good too,sas tred t him,0.26666666666666666
<F0_M>,AlGore_2009,S45,so do not worry about climate change leave that up to us,sow dont wary about ci an change leve that op to wons,0.16071428571428573
<F0_M>,AlGore_2009,S50,clean coal you have heard a lot about it so let us take a tour of this state of the art clean coal facility,ing co hive hare a lot about it so lets tak a tr an thes stad i the art cle cal fesole,0.14953271028037382
<F0_M>,AlGore_2009,S50,amazing the machinery is kind of loud but that is the sound of clean coal technology,bon ta say mesne r is cat aloud wit that the sound to claimed cald tac nala y,0.19047619047619047
<F0_M>,AlGore_2009,S50,and while burning coal is one of the leading causes of global warming the remarkable clean coal technology you see here changes everything,no wil larnin cal is wone of the lading cases of glub a warming the remarkable tunic cal tac nold yust er change as ivery thing,0.13768115942028986
<F0_M>,AlGore_2009,S50,take a good long look this is today is clean coal technology,tak yur god n long ark this is tody s clane cal tac nala g,0.2
<F0_M>,AlGore_2009,Al_Gore,finally the positive alternative meshes with our economic challenge and our national security challenge,finally the positive alternative mesas with ar economic chong and ar nationale sur ty challenge,0.06796116504854369
<F0_M>,AlGore_2009,S54,america is in crisis the economy national security the climate crisis,a arica is in crises the con am national security the lime of crisis,0.10144927536231885
<F0_M>,AlGore_2009,S54,the thread that links them all our addiction to carbon based fuels like dirty coal and foreign oil,the threads af ginst theme al ar e diction a carben based fono s li dry coe like for an l,0.19387755102040816
<F0_M>,AlGore_2009,S54,but now there is a bold new solution to get us out of this mess repower america,but now thers a fald n solution to gat us out of this mas we power america,0.10126582278481013
<F0_M>,AlGore_2009,S54,with 100% clean electricity within 10 years a plan to put america back to work make us more secure and help stop global warming,with on hondred per sent clean a lectricity within 10 years a plan to pout america back to work mak as mor secure and help stop oba ai,0.09448818897637795
<F0_M>,AlGore_2009,S54,finally a solution that is big enough to solve our problems repower america find out more,finally the salutin its big enuf to salve af as re power amara find out mor,0.1348314606741573
<F0_M>,AlGore_2009,Al_Gore,this is the last one,his as the last n,0.15
<F0_M>,AlGore_2009,S58,it is about repowering america one of the fastest ways to cut our dependence on old dirty fuels that are killing our planet,is aboute re powering a marca sone the fast ist ways to cut ar dependents on alderman durty fles ir cilli ar planet,0.14634146341463414
<F0_M>,AlGore_2009,S58,future is over here wind sun a new energy grid,futures over hir when son a no energy great,0.15217391304347827
<F0_M>,AlGore_2009,S58,new investments to create high paying jobs,kno investments to grate hi pan goss,0.11904761904761904
<F0_M>,AlGore_2009,S58,repower america it is time to get real,re power amar aca as tiet gat rel,0.21052631578947367
<F0_M>,AlGore_2009,Al_Gore,there is an old african proverb that says if you want to go quickly go alone if you want to go far go together we need to go far quickly,thers an oald african proverb theat seas if you want go quickly go alone if you anto go far go to gether we knead togo far quickly,0.09558823529411764
<F0_M>,AlGore_2009,Al_Gore,thank you very much,thank yu very mutch,0.10526315789473684
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,i am going to talk to you about some stuff that is in this book of mine that i hope will resonate with other things you have already heard and i will try to,i wont tack teu about some stuff thats in this bock of mine that i hop wol resina e with other things that youve already herd and al trite,0.1282051282051282
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,make some connections myself in case you miss them i want to start with what i call the official dogma,make some connections myself incas deu mis them but i wont a start with what i calle the offish dog moa,0.10784313725490197
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,the official dogma of what the official dogma of all western industrial societies and the official dogma runs like this if we are interested in maximizing the welfare of our citizens,the final dogma of whatt the offish al dogma ove all western industrial sosia ty is and the offish al dog moar runes lik this if we ar intra d in mak surmising the wel fer of ore siting s,0.13186813186813187
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,the way to do that is to maximize individual freedom the reason for this is both that freedom is in and of itself good,the way to doug that is to maximes individual freedom the reason for thiss is both that freedom is in an of itself goold,0.0423728813559322
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,valuable worthwhile essential to being human and because if people have freedom then each of us can act on our own to do the things that will maximize our welfare and no one has to decide on our behalf,vallyble worth while sensual to being human and becaus if people have freedom then each of us can act on ar own to dou the things that wal maximes ar wel fer an now an has to desierto r be haff,0.0945273631840796
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,the way to maximize freedom is to maximize choice the more choice people have the more freedom they have and the more freedom they have the more welfare they have,the way to macs mise frome is to maimie choices the more chis people have the more freedom they have and the more freedom they have the more welf er they have,0.04938271604938271
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,this i think is so deeply embedded in the water supply that it would not occur to anyone to question it and it is also deeply embedded in our lives,this i think is sow deeply an beaded in the waters so ply that it wouldent acer to any won to question it and it is also depleted in or lieves,0.10204081632653061
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,i will give you some examples of what modern progress has made possible for us this is my supermarket not such a big one,al giv yu som egan ples of what modern prag ress has made possible for use this is my souper marcet nat such a bige wone,0.11666666666666667
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,i want to say just a word about salad dressing a 175 salad dressings in my supermarket if you do not count,i hant say ot gust a word about salad dressing a 175 sale dressings in my soper margit if yo dont count,0.09433962264150944
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,the 10 extra virgin olive oils and 12 balsamic vinegars you could buy to make a very large number of your own salad dressings in the off chance that none of the 175 the store has on offer suit you,the 10 exter virginal ove oils and 12 bale sami vinegars you coud by to mak a very large nomber of yor own sale dressings in the off chance that none of the 175 the stor has oun offered sst iu,0.08163265306122448
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,so this is what the supermarket is like and then you go to the consumer electronics store to set up a stereo system speakers cd player tape player tuner amplifier and in this one,so this is hat the super marc at as like and then yu gow to the consumer alectrion stor t as setup asterias sisto me speakers sede player tak player toner amplifier and in this wun,0.10674157303370786
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,single consumer electronics store there are that many stereo systems we can construct 6500000,single consumer alec troneg store theyre are that meny ster ow sisto s we can construct 6 and a haf milon,0.13978494623655913
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,different stereo systems out of the components that are on offer in one store you have got to admit that is a lot of choice in other domains the world of communications,diferent strows sis toms at f the components that ar one offer in one stor yue gat admit thats a lat of choi an othere domains the world ove tha comune cation s,0.14285714285714285
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,there was a time when i was a boy when you could get any kind of telephone service you wanted as long as it came from ma bell you rented your phone you did not buy it one consequence of that by the way is that the phone never broke and,ther was a time when i was a by when you coud get any cin of telford serves yo wanted as long as it came frome mabel yo rented yur fon you didnt bi it one consequence of that by the way is that the fon never brok and ome,0.08085106382978724
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,those days are gone we now have an almost unlimited variety of phones especially in the world of cell phones these are cell phones of the future,theos days ar gane we know have an almost unlimited verity of fons especialy in the world of selfords thes ar selfords 0 the future,0.09722222222222222
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,my favorite is the middle one the mp 3 player nose hair trimmer and creme brulee torch and if,mi faver t is the mid want dy empty thry player knows har trimeter and rem brogley torch and if,0.13978494623655913
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,if by some chance you have not seen that in your store yet you can rest assured that one day soon you will and what this does is it leads people to walk into their stores asking this question,if by some chance yo havent sene that in yor stor yet you can rest a shored that one day son you well and hat this das is it leaves people to wak into ther stores asking this question,0.07853403141361257
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and do you know what the answer to this question now is the answer is no it is not possible to buy a cell phone that does not do too much so,andy uno hat the anser to this question now is the anser is now it is not possible to by a self one that dasent do to mache sow,0.11428571428571428
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,in other aspects of life that are much more significant than buying things the same explosion of choice is true health care it is no longer the case in the united states that you,in other aspects of lif that ar much mor significant than tha bing things the same a explosion of choi is tro helth cir it is now longer the cas in the united states that yeow,0.07303370786516854
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,go to the doctor and the doctor tells you what to do instead you go to the doctor and the doctor tells you well we could do a or we could do b a has these benefits,go to the docter n the docter tels yo what to d insted yu go to the datur an the dak ter tels yu what we can do ay or whe con do by ay has thes benefits,0.13496932515337423
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and these risks b has these benefits and these risks what do you want to do and you say doc what should i do and the doc says,and thes rises be has thes benefits an thes risk is what he anto do and yu say dak what should i do an the dacke ses,0.136
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,a has these benefits and risks and b has these benefits and risks what do you want to do and you say if you were me doc what would you do and the doc says but i am not you,ay has thes benefits and risks and be has thes benefits of rises what you anto do and you say if you wer me dak what wold you do and the dak seas but m nat yo,0.10526315789473684
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and the result is we call it patient autonomy which makes it sound like a good thing but what it really is is a shifting of the burden and the responsibility for decision making from somebody who knows something namely the doctor to somebody who knows nothing and is almost certainly sick and thus not in the best shape to be making decisions namely the patient there is enormous marketing of prescription drugs,and the result is we cal it pashint al tana my which max is it soun lik a goold thing but what it rely is is a shifting of the bern an the responsibility for desisting making frome somebody who nows something namely the docter tos somebody who nows nothing and as almost sternly sick and thus not in the best shap to be making desimone namely the patient a thers a norm is marketing ove proscription drugs,0.072992700729927
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,to people like you and me which if you think about it makes no sense at all since we can not buy them why do they market to us if we can not buy them the answer is that they expect us to call our doctors the next morning and ask our prescriptions to be changed,to people lik yeu and mey which if yu think about it max is no sence at ale since we cant bi them whi dou they marit to us if we cant bi them the anser is that they expect ous to call are docter the next morning and ask for ore prr s to be changed,0.09615384615384616
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,something as dramatic as our identity has now become a matter of choice as this slide,something as dramatick as owr identity is now become a mater of choirs a as the slid,0.09411764705882353
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,is meant to indicate we get to we do not inherit an identity we get to invent it and we get to re invent ourselves as often as we like and that means that every day when you wake up in the morning you have to decide what kind of person,is men toa indicate we get to whedon in haret an identity we get to invent it an whe get to re anvers elves as offin as we lik an that mens ait evry day when you wack op in the morning you have to desiderate kind of person,0.0851063829787234
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,you want to be in with respect to marriage and family,yu want a b oa tin nour with respect to mariage and fambly,0.1509433962264151
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,there was a time when the default assumption that almost everyone had is that you got married as soon as you could and then you started having kids as soon as you could the only real choice was who,ther was a time when the dif fale de sometin that almost every won had is that yu gut marye as son as you cood an then ou started having cide as son as yo cood a the only rel choisy was how,0.1116751269035533
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,not when and not what you did after nowadays everything is very much up for grabs i teach wonderfully intelligent students,nat whin and natt what you did after now a days everything is very much oup for grabs i teach wonderfully intelligent students,0.05737704918032787
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and i assign 20% less work than i used to and it is not because they are less smart and it is not because they are less diligent it is because they are preoccupied,and d a i as sind 20 per sent less work than i yust to and its not becaus their les smart and its not becaus their less diligent its becaus they are pry occupied,0.147239263803681
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,asking themselves should i get married or not should i get married now should i get married later should i have kids 1st or a career 1st,asking themselves shold i geat marye or not shold i gat marye now shold i gat mary later should i have cigs 1st or a career 1st,0.07352941176470588
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,all of these are consuming questions and they are going to answer these questions whether or not it means not doing all the work i assign and not getting a good grade in my courses and indeed they should these are important questions to answer,all of thes ar consuming questions and ther gan anser these questions whether or noat it mens not doing al the work i have sind an not gating a god grav in my courses and indeed they shold these er important questions to anser,0.07818930041152264
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,work,work zzz,0.25
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,we are blessed as carl was pointing out with the technology that enables us to work every minute of every day from any place on the planet except the randolph hotel,we ar bleed as carl was pointing out with a teck noway that enables us to work every minit ove every day from any plas on the planet accept the rand of hotel,0.06707317073170732
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,there is one corner by the way that i am not going to tell anybody about where you actually where the where the hi wifi works i am not telling you about it because i want to use it,ther is one corner bi the way thet a maka tha tel any body about wher you athol were the wer they hif wif ie workes im at teli about ep cas i want yous it a,0.15555555555555556
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,so what this means this incredible freedom of choice we have with respect to work is that we have to make a decision again and again and again about whether,so what this mans this incredible freedom of choi we have with respect to work is that whe haf to mak a dessin agin and agin and agin aboute whether,0.0641025641025641
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,we should or should not be working we can go to watch our kid play soccer and we have our cell phone on one hip and our blackberry on our other hip and our laptop presumably on our laps and even if they are all shut off,we shood or shouldnt be working whe can gow to watch owre cid play softer and whe have ar selford on one hip and ar black bery on ar other hip and ar slap tap presumably on ar laps and even if there al shut ff,0.1095890410958904
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,every minute that we are watching our kid mutilate a soccer game we are also asking ourselves should i answer this,every minit that were watching ar cid mutilate a stoker gam we are also asking or selves should i anser this,0.08771929824561403
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,cell phone call should i respond to this email should i draft this letter and even if the answer to the question is no it is certainly going to make the experience of your kid is soccer game very different than it would have been,sel fon call shoud i respond to this email should i draft this leter and even if the anser to the question is now its sortin ly goin to make the experience of yor cis sacr game very diferent than it wold hae been,0.07423580786026202
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,so everywhere we look big things and small things material things and lifestyle things life is a matter of choice and the world we used to live in looked like this,so every wer wy lock a a big things an small things material things and lif stil things life is a mater of choirs and the world we yous to live in lockt like this,0.07975460122699386
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,that is to say there were some choices but not everything was a matter of choice and the world we now live in looks like this and the question is,that is to say ther wars some choyas but noat everything was a mater of choi an the world we now live in lookt like this and the question is,0.05517241379310345
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,is this good news or bad news and the answer is yes,is this good nows ore bad nows and the anser is yes,0.0784313725490196
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,we all know what is good about it so i am going to talk about what is bad about it all of this choice has 2 effects 2 negative effects on people,we al now whats gould about it so ime gondo tack about whate bad about it all of this choi has to affects to negative affects on people,0.11805555555555555
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,one effect paradoxically is that it produces paralysis rather than liberation with so many options to choose from people find it very difficult to choose at all,one affect paria daily is that it produces paralus sis rather than liberation n with so meny options to chus from people find it very diffunt to chus at al,0.06875
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,i will give you one very dramatic example of this a study that was done of investments in voluntary retirement plans a colleague of mine got access to,al giv you une very dramatick asal of this a study that was doun ove a investments in tha valentia ry retirement plans a cowlik of mine gut axes to,0.1
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,investment records from vanguard the gigantic mutual fund company of about a 1000000 employees and about 2000 different workplaces and what she found is that,investment records from van gard the gigantick mutual found company of about a 1000000 employes and about toh thousan diffrunt work pleases and what she found is that,0.06369426751592357
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,for every 10 mutual funds the employer offered rate of participation went down 2%,for every 10 mutual fons the employer offered rat of partis pain went down to perseant,0.07407407407407407
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,you offer 50 funds 10% fewer employees participate than if you only offer 5 why because with 50 funds to choose from it is so damn hard to decide which fund to choose that you will just put it off until tomorrow and then tomorrow and then tomorrow and tomorrow and tomorrow and of course tomorrow never comes,yu offer 50 funs 10 pr sent fur employes partis ipsa that if you only offer 5 why becaus with 50 funs to chows frome it so dame hard to de side wich frond to chus that hol gust pout it aff til to maro an then to maro an then to maro and tomar ow and to marrow and of cors tomar w never comes,0.13636363636363635
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,understand that not only does this mean that people are going to have to eat dog food when they retire because they do not have enough money put away it also means that making the decision is so hard that they pass up significant matching money from the employer,under stand that nat only dus this men that people ont haf to ete dag fold when they retire becaus the dont have anuff money pote awy it al so mens that making the desimone sow hard that they pass up significant matching money from the employer,0.09541984732824428
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,by not participating they are passing up as much as $5000 a year from the employer who would happily match their contribution so paralysis is a consequence of having too many choices and i think it makes the world look like this,by noat participating they ar passing oup as much as 5 fousand dollers a yere frome the employer ho wold hape ly mach ther contribution so paralus sis is a consequence of having to meny choyas and i think it max is the world lok lik this,0.10087719298245613
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,you really want to get the decision right if it is for all eternity right you do not want to pick the wrong mutual fund or even the wrong salad dressing,yeu reilly want get the desisting right if its for al eterna ty rant hiu doun wanta pick the rom mutual fund or even the rong saldern ess,0.11842105263157894
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,so that is one effect the 2nd effect is that even if we manage to overcome the paralysis and make a choice,so heats one affect the 2nd affect is that even if we manage to over come the paralus is and mack a choi,0.09433962264150944
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,we end up less satisfied with the result of the choice than we would be if we had fewer options to choose from and there are several reasons for this,we end up les satisfied with the result of the choi than we would b if we had fuor options to chus for anther several reasons for this,0.06040268456375839
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,one of them is that with a lot of different salad dressings to choose from if you buy one and it is not perfect and you know what salad dressing is it is easy to imagine that you could have made a different choice that would have been better,one of them is that with a lat of dern sala dressings to chus from if you bi wun and its not perfect and uno whats al addressing is its easy to amain that you cold have made a diferent choi that would av been beter,0.08713692946058091
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and what happens is this imagined alternative induces you to regret the decision you made and this regret subtracts from the satisfaction you get out of the decision you made even if it was a good decision,and what happens is this imagined alternative indus es yo to regret the de sisson you mad and this regret so tracts from the satisfaction yu get out of the design ou made even if it was a gold desimone,0.06341463414634146
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,the more options there are the easier it is to regret anything at all that is disappointing about the option that you chose,the more options there are the easier is to regret any thing at all that is dis a pointing about the option hat you chose,0.056910569105691054
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,2nd what economists call opportunity costs dan gilbert made a big point this morning of talking about how how much the the way in which we value things depends on what we compare them to,2nd what economist cal oppertunity cases dand gilbert mad a big point this morning of tacking about how how much thea the way in which we val hu things depend on what whe compare them to,0.06451612903225806
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,well when there are lots of alternatives to consider it is easy to imagine the attractive features of alternatives that you reject,wel when ther lat is of alternatives to consider it is easy to am madgin the attractive feces ove alternatives that you reject,0.06153846153846154
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,that make you less satisfied with the alternative that you have chosen here is an example,at that mak it you les satisfied withe alternative that youve howson hers an gamble,0.1348314606741573
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,for those of you who are not new yorkers i apologize,for thos of yeu horn ne york ers i apol giese,0.17307692307692307
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,but here is what you are supposed to be thinking here is this couple on the hamptons very expensive real estate gorgeous beach beautiful day they have it all to themselves what could be better well damn it this guy is thinking it is august,but hers hat yur so pows to be thinking hers his couple on the hamptons very expence iv rel stay gorgias beach butiful day they have it al to themselves what cold be beter whele dam at the sci is thinking its agus,0.1087866108786611
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,everybody in my manhattan neighborhood is away i could be parking right in front of my building,evry badly in mi man hat an nabors hod is a way i cold be parking rite in front oe mi,0.15789473684210525
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,and he spends 2 weeks nagged by the idea that he is missing the opportunity day after day to have a great parking space,and he spends to wecks nag d by the idea that he is missing the oppertunity day after day to have a grate parking spas,0.058823529411764705
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,opportunity costs subtract from the satisfaction we get out of what we choose even when what we choose is terrific and the more options there are to consider,aper toun anty cases subtract from the satisfaction we gat out of what whe chus even when what we chus is tarif ick and the more options ther are to consider,0.07006369426751592
<F0_M>,BarrySchwartz_2005G,Barry_Schwartz,the more attractive features of these options are going to be reflected by us as opportunity costs here is another example,the more attractive features of thes options ar going to be reflected by us as pr ton ady costs hers another example,0.05737704918032787
