audio_path,reference,wer,whisper_hypothesis,whisper_sum_logprob
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,"These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent, and still uncontaminated,",0.16,These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner. The man who came to the prison innocent and still uncontaminated.,-9.014514923095703
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,"These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent, and still uncontaminated,",0.08,"These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent and still uncontaminated.",-9.333208084106445
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,"These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent, and still uncontaminated,",0.2,"These pungent and well-grounded strictures, applied with still greater force to the unconvicted prisoner. The man who came to the prison innocent and still uncontaminated.",-11.292891502380371
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,"These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent, and still uncontaminated,",0.04,"These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent and still uncontaminated,",-13.12704086303711
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ018-0098.wav,and recognized as one of the frequenters of the bogus law-stationers. His arrest led to that of others.,0.1111111111111111,and recognized as one of the frequenters of the bogus law stationers. His arrest led to that of others.,-11.622440338134766
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies",0.05,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence",-6.163543224334717
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies",0.1,"Ozworld was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies.",-9.398624420166016
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies",0.1,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet Intelligence",-9.8516206741333
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies",0.05,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies.",-10.766889572143555
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies",0.15,"Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet-",-13.134819984436035
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,"The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.",0.05,"The first physician to see the president at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.",-7.938873767852783
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,"The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.",0.1,"The first physician to see the president at Parkland Hospital was Dr. Charles J. Carico, a resident in general surgery.",-8.193900108337402
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,"The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.",0.1,"The first physician to see the president at Parkland Hospital was Dr. Charles J. Carroco, a resident in general surgery.",-8.349087715148926
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,"The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.",0.1,"The first physician to see the president at Parkland Hospital was Dr. Charles J. Carreco, a resident in general surgery.",-8.468413352966309
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,"The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.",0.1,"The first physician to see the president at Parkland Hospital was Dr. Charles J. Kerico, a resident in general surgery.",-9.492734909057617
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.2,"During the morning of November 22, prior to the motorcade.",-4.744936466217041
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.3,"During the morning of november 22, prior to the motorcade.",-5.546051979064941
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.3,"During the morning of November 22, prior to the MotorCade.",-8.191997528076172
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.3,During the morning of november 22 prior to the motorcade.,-8.264066696166992
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.2,"During the morning of November 22th, prior to the motorcade.",-8.498079299926758
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.2,During the morning of November 22 prior to the motorcade.,-8.598745346069336
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.3,"During the morning of November, 22, prior to the motorcade.",-8.761927604675293
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of November twenty-two prior to the motorcade.,0.2,during the morning of november 22 prior to the motorcade.,-9.548395156860352
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0026.wav,On occasion the Secret Service has been permitted to have an agent riding in the passenger compartment with the President.,0.1,"On occasion, the Secret Service has been permitted to have an agent riding in the passenger compartment with the president.",-8.346794128417969
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0026.wav,On occasion the Secret Service has been permitted to have an agent riding in the passenger compartment with the President.,0.15,"On occasion, the Secret Service has been permitted to have an agent writing in the passenger compartment with the president.",-9.165696144104004
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0026.wav,On occasion the Secret Service has been permitted to have an agent riding in the passenger compartment with the President.,0.05,"On occasion, the Secret Service has been permitted to have an agent riding in the passenger compartment with the President.",-9.240396499633789
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.3333333333333333,"Although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774.",-8.19180679321289
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.2916666666666667,"Although at Mr. Buxton's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774.",-8.741951942443848
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.3333333333333333,"Although at Mr. Buchton's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774.",-9.132973670959473
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.2916666666666667,"although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774.",-9.183484077453613
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.3333333333333333,"Although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774?",-14.314817428588867
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.3333333333333333,"Although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774,",-14.603477478027344
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.3333333333333333,"Although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774",-14.712076187133789
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.2916666666666667,"Although at Mr. Buxton's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774?",-14.815603256225586
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.3333333333333333,"Although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774.""",-14.98297119140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,"although at Mr. Buxton's visit a new jail was in process of erection, the first step towards reform since Howard's visitation in seventeen seventy-four.",0.2916666666666667,"although at Mr. Buckston's visit, a new jail was in process of erection. The first step towards reforms since Howard's visitation in 1774?",-15.2141752243042
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.35294117647058826,or there is might be one of many. And it might be considered necessary to make an example.,-5.717104434967041
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.23529411764705882,"or there is might be one of many, and it might be considered necessary to make an example.",-5.886082172393799
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.29411764705882354,or there might be one of many. And it might be considered necessary to make an example.,-7.244138717651367
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.17647058823529413,"or there might be one of many, and it might be considered necessary to make an example.",-7.399404525756836
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.29411764705882354,or there is might be one of many and it might be considered necessary to make an example.,-8.228878021240234
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Oswald",-11.462357521057129
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Oswald",-11.625533103942871
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey Oswald",-11.828211784362793
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"The Warren Commission Report, by the President's Commission, on the assassination of President Kennedy. Chapter 7, Lee Harvey Oswald",-12.762893676757812
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Osborne",-15.790420532226562
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Os",-15.832178115844727
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey-",-15.903249740600586
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Osborne",-16.1090087890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Os",-16.22812271118164
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey Osborne",-16.30013656616211
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey Os",-16.386554718017578
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey-",-16.579875946044922
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.42105263157894735,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey-",-16.581478118896484
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey O",-16.654769897460938
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Oz",-16.916893005371094
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey O",-17.137420654296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey A",-17.190628051757812
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey O",-17.220638275146484
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Oz",-17.326555252075195
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.047619047619047616,Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here.,-6.414714336395264
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.14285714285714285,"Mr Wakefield winds up his graphic, but somewhat sensational account, by describing another religious service, which may appropriately be inserted here.",-7.435670852661133
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.14285714285714285,"Mr. Wakefield winds up his graphic, but somewhat sensational account, by describing another religious service, which may appropriately be inserted here",-7.4721856117248535
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.09523809523809523,"Mr. Wakefield winds up his graphic, but somewhat sensational account, by describing another religious service, which may appropriately be inserted here.",-7.681079387664795
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.09523809523809523,Mr Wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here.,-8.772004127502441
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0506.wav,A modern artist would have difficulty in doing such accurate work.,0.0,A modern artist would have difficulty in doing such accurate work.,-11.536434173583984
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0506.wav,A modern artist would have difficulty in doing such accurate work.,0.09090909090909091,a modern artist would have difficulty in doing such accurate work.,-11.632668495178223
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ050-0168.wav,with the particular purposes of the agency involved. The Commission recognizes that this is a controversial area,0.11764705882352941,with the particular purposes of the agency involved. The commission recognizes that this is a controversial area.,-14.506410598754883
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ050-0168.wav,with the particular purposes of the agency involved. The Commission recognizes that this is a controversial area,0.058823529411764705,with the particular purposes of the agency involved. The Commission recognizes that this is a controversial area.,-14.912895202636719
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.23529411764705882,"Oswald's marine training in Mark'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-8.625675201416016
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.17647058823529413,"Oswald's Marine training in Mark'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-8.821799278259277
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.23529411764705882,"Oswald's Marine Training in Mark'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-8.898366928100586
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.23529411764705882,"Oswald's marine training in Marc'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-9.376852989196777
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.17647058823529413,"Oswald's marine training in marksmanship, his other rifle experience, and his established familiarity with this particular weapon.",-12.631994247436523
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",0.15384615384615385,"According to O'Donnell, quote, we had a motorcade wherever we went. End quote.",-6.854315757751465
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",0.0,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",-12.334617614746094
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",0.23076923076923078,"According to O'Donnell, quote, we had a motorcade wherever we went. End quote,",-12.482449531555176
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",0.23076923076923078,"According to O'Donnell, quote, we had a motorcade wherever we went. End quote!",-12.888213157653809
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",0.23076923076923078,"According to O'Donnell, quote, we had a motorcade wherever we went. End quote.""",-13.265339851379395
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,"According to O'Donnell, quote, we had a motorcade wherever we went, end quote.",0.07692307692307693,"according to O'Donnell, quote, we had a motorcade wherever we went, end quote.",-13.685129165649414
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Clark, who most closely observed the head-wound.",-6.200683116912842
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Clark, who most closely observed, the head wound.",-6.4803547859191895
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Clark, who most closely observed, the head won't.",-6.657537937164307
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.1111111111111111,"Dr. Clark, who most closely observed the head won't.",-6.729774475097656
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Clark, who most closely observed the head, won't.",-7.127497673034668
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Clark, who most closely observed the headwound.",-7.314945220947266
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Klark, who most closely observed the head wound.",-8.386712074279785
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,"Dr. Clark, who most closely observed the head wound,",0.2222222222222222,"Dr. Clark, who most closely observed the headwond.",-8.390398025512695
