audio_path,reference,wer,whisper_hypothesis,whisper_sum_logprob,gtts_ll,gtts_prior,gtts_delta
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.2352941176470588,"or there is might be one of many, and it might be considered necessary to make an example.",-5.886082172393799,8932.78125,-56313.203125,65245.984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.2941176470588235,or there might be one of many. And it might be considered necessary to make an example.,-7.244138717651367,8909.9921875,-56301.5234375,65211.515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.1764705882352941,"or there might be one of many, and it might be considered necessary to make an example.",-7.399404525756836,8747.65234375,-56351.9375,65099.58984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,"or theirs might be one of many, and it might be considered necessary to ""make an example.""",0.2941176470588235,or there is might be one of many and it might be considered necessary to make an example.,-8.228878021240234,8995.94140625,-56395.078125,65391.01953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Oswald",-11.462357521057127,9810.0390625,-86453.1875,96263.2265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Oswald",-11.625533103942873,9710.0,-86437.296875,96147.296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey Oswald",-11.828211784362791,9752.140625,-86452.5859375,96204.7265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"The Warren Commission Report, by the President's Commission, on the assassination of President Kennedy. Chapter 7, Lee Harvey Oswald",-12.762893676757812,10143.4609375,-86460.765625,96604.2265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Osborne",-15.790420532226562,9975.8125,-86372.1875,96348.0
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Os",-15.832178115844728,10063.8046875,-86367.9609375,96431.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey-",-15.903249740600586,9162.734375,-86390.7421875,95553.4765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Osborne",-16.1090087890625,9740.921875,-86327.09375,96068.015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Os",-16.22812271118164,8942.390625,-86371.21875,95313.609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey Osborne",-16.30013656616211,9231.453125,-86313.171875,95544.625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey Os",-16.386554718017578,9072.125,-86305.2734375,95377.3984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey-",-16.579875946044922,9042.21875,-86352.3125,95394.53125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.4210526315789473,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey-",-16.581478118896484,9534.0234375,-86390.7890625,95924.8125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey O",-16.654769897460938,9013.3203125,-86366.71875,95380.0390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey Oz",-16.916893005371094,9054.671875,-86322.3671875,95377.0390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey O",-17.137420654296875,9031.484375,-86379.40625,95410.890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter 7, Lee Harvey A",-17.190628051757812,9569.3203125,-86440.515625,96009.8359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3157894736842105,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, Chapter seven, Lee Harvey O",-17.220638275146484,9381.359375,-86380.5234375,95761.8828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,The Warren Commission Report. By The President's Commission on the Assassination of President Kennedy. Chapter seven. Lee Harvey Oswald:,0.3684210526315789,"the Warren Commission Report. By the President's Commission on the assassination of President Kennedy, chapter seven, Lee Harvey Oz",-17.326555252075195,9323.546875,-86302.359375,95625.90625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.0476190476190476,Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here.,-6.414714336395264,10150.0703125,-90774.5,100924.5703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.1428571428571428,"Mr Wakefield winds up his graphic, but somewhat sensational account, by describing another religious service, which may appropriately be inserted here.",-7.435670852661133,10405.0390625,-90701.4765625,101106.515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.1428571428571428,"Mr. Wakefield winds up his graphic, but somewhat sensational account, by describing another religious service, which may appropriately be inserted here",-7.472185611724853,10189.765625,-90750.078125,100939.84375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.0952380952380952,"Mr. Wakefield winds up his graphic, but somewhat sensational account, by describing another religious service, which may appropriately be inserted here.",-7.681079387664795,10128.3359375,-90719.515625,100847.8515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,"Mr. Wakefield winds up his graphic but somewhat sensational account by describing another religious service, which may appropriately be inserted here.",0.0952380952380952,Mr Wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here.,-8.772004127502441,10246.6171875,-90771.234375,101017.8515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0506.wav,A modern artist would have difficulty in doing such accurate work.,0.0,A modern artist would have difficulty in doing such accurate work.,-11.536434173583984,5068.69140625,-39890.78515625,44959.4765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0506.wav,A modern artist would have difficulty in doing such accurate work.,0.0909090909090909,a modern artist would have difficulty in doing such accurate work.,-11.632668495178224,5121.34375,-39874.015625,44995.359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ050-0168.wav,with the particular purposes of the agency involved. The Commission recognizes that this is a controversial area,0.1176470588235294,with the particular purposes of the agency involved. The commission recognizes that this is a controversial area.,-14.506410598754885,10999.40625,-67160.046875,78159.453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ050-0168.wav,with the particular purposes of the agency involved. The Commission recognizes that this is a controversial area,0.0588235294117647,with the particular purposes of the agency involved. The Commission recognizes that this is a controversial area.,-14.91289520263672,10830.71875,-67122.671875,77953.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.2352941176470588,"Oswald's marine training in Mark'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-8.625675201416016,13886.3359375,-87405.3125,101291.6484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.1764705882352941,"Oswald's Marine training in Mark'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-8.821799278259277,13229.578125,-87388.34375,100617.921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,"Oswald's Marine training in marksmanship, his other rifle experience and his established familiarity with this particular weapon",0.2352941176470588,"Oswald's Marine Training in Mark'smanship, his other rifle experience, and his established familiarity with this particular weapon.",-8.898366928100586,13584.9609375,-87364.1875,100949.1484375
