audio_path,reference,wer,wspr_hyp,wspr_prob,gtts_ll,gtts_prior,gtts_delta
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,0.0384615384615384,these pungent and well grounded structures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,-10.619235038757324,11528.1328125,-96237.015625,107765.1484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ007-0154.wav,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated,0.0384615384615384,these pungent and well grounded strictures applied with still greater force to the unconvicted prisoner the man who came to the prison innocent and still uncontaminated .,-11.88929843902588,10967.125,-96232.90625,107200.03125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ018-0098.wav,and recognized as one of the frequenters of the bogus law stationers his arrest led to that of others,0.0,and recognized as one of the frequenters of the bogus law stationers his arrest led to that of others,-13.468908309936523,8114.5078125,-69678.4296875,77792.9375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.05,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence,-6.257309436798096,13044.3828125,-87846.453125,100890.8359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ047-0044.wav,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,0.0,oswald was however willing to discuss his contacts with soviet authorities he denied having any involvement with soviet intelligence agencies,-8.931727409362793,13022.7265625,-87932.546875,100955.2734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.0,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,-16.455265045166016,11833.75,-73805.203125,85638.953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of november 22 prior to the motorcade,0.0,during the morning of november 22 prior to the motorcade,-5.512726306915283,7038.53125,-34184.0078125,41222.5390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0026.wav,on occasion the secret service has been permitted to have an agent riding in the passenger compartment with the president,0.0,on occasion the secret service has been permitted to have an agent riding in the passenger compartment with the president,-13.605453491210938,9815.3828125,-72629.4921875,82444.875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,although at mister buxton is visit a new jail was in process of erection the 1st step towards reform since howard is visitation in 1774,0.0,although at mister buxton is visit a new jail was in process of erection the 1st step towards reform since howard is visitation in 1774,-6.076809406280518,10307.0625,-95465.5703125,105772.6328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,although at mister buxton is visit a new jail was in process of erection the 1st step towards reform since howard is visitation in 1774,0.04,although at mister buxton is visit a new jail was in process of erection the 1st step towards reforms since howard is visitation in 1774,-7.998326778411865,10356.2265625,-95439.5,105795.7265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,or theirs might be one of many and it might be considered necessary to make an example,0.1176470588235294,or there is might be one of many and it might be considered necessary to make an example,-7.5807905197143555,8929.2578125,-56391.89453125,65321.15234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,or theirs might be one of many and it might be considered necessary to make an example,0.0,or theirs might be one of many and it might be considered necessary to make an example,-8.005328178405762,9017.5859375,-56336.3203125,65353.90625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.0,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,-10.552200317382812,9290.7265625,-86550.4375,95841.1640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.1,the warren commission report by the president is commission on the assassination of president kennedy chapter vii lee harvey,-12.405986785888672,8247.4921875,-86392.5546875,94640.046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.2,the warren commission report by the president is commission on the assassination of president kennedy chapter vii l,-12.48043727874756,8429.234375,-86327.328125,94756.5625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.15,the warren commission report by the president is commission on the assassination of president kennedy chapter vii lee,-12.54315185546875,9337.1015625,-86333.4921875,95670.59375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.2,the warren commission report by the president is commission on the assassination of president kennedy chapter vii,-12.65394401550293,8845.6015625,-86345.84375,95191.4453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.15,the warren commission report by the president is commission on the assassination of president kennedy chapter vii lee harve,-13.103322982788086,8894.140625,-86280.828125,95174.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.2,the warren commission report by the president is commission on the assassination of president kennedy chapter vii le,-13.24801540374756,8540.6171875,-86382.7421875,94923.359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter vii lee harvey oswald,-13.55995750427246,8790.234375,-86384.3203125,95174.5546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.15,the warren commission report by the president is commission on the assassination of president kennedy chapter vii lee har,-13.658464431762695,8586.953125,-86331.8671875,94918.8203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,mister wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here,0.0,mister wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here,-6.351877212524414,11024.90625,-90731.859375,101756.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0506.wav,a modern artist would have difficulty in doing such accurate work,0.0,a modern artist would have difficulty in doing such accurate work,-12.761943817138672,5361.84375,-39901.03515625,45262.87890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ050-0168.wav,with the particular purposes of the agency involved the commission recognizes that this is a controversial area,0.0,with the particular purposes of the agency involved the commission recognizes that this is a controversial area,-14.134960174560549,10896.6796875,-67183.96875,78080.6484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.0555555555555555,oswald is marine training and marksmanship his other rifle experience and his established familiarity with this particular weapon,-12.460280418395996,13520.140625,-87596.9375,101117.078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.0,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,-12.901288986206056,13469.9140625,-87606.875,101076.7890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.1111111111111111,oswald is marine training and marksmanship his other rifle experience and his established familiarity with this particular weapon .,-14.57524871826172,13474.1640625,-87649.140625,101123.3046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.0555555555555555,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon .,-14.997732162475586,12983.703125,-87634.4921875,100618.1953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.1111111111111111,oswald is marine training and marksmanship his other rifle experience and his established familiarity with this particular weapon ..,-15.059242248535156,13396.125,-87732.2890625,101128.4140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,according to 0 donnell quote we had a motorcade wherever we went end quote,0.0,according to 0 donnell quote we had a motorcade wherever we went end quote,-8.889452934265137,6525.640625,-51569.828125,58095.46875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.1111111111111111,doctor klark who most closely observed the head wound,-7.362139225006103,3509.845703125,-30563.154296875,34073.0
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.0,doctor clark who most closely observed the head wound,-8.797554016113281,3595.0078125,-30566.890625,34161.8984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.2222222222222222,doctor clark who most closely observed the headwound,-9.033519744873049,3454.224609375,-30536.623046875,33990.84765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.1111111111111111,doctor clarke who most closely observed the head wound,-10.358339309692385,3680.85546875,-30585.0859375,34265.94140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.2,euens who was on the south west corner of elman houston streets testified that he could not describe the man he saw in the window,-10.157004356384276,10284.078125,-82410.0625,92694.140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.12,euens who was on the south west corner of elm and houston streets testified that he could not describe the man he saw in the window,-10.17682933807373,10838.6953125,-82471.4375,93310.1328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.12,ewins who was on the south west corner of elm and houston streets testified that he could not describe the man he saw in the window,-10.434540748596191,11026.6796875,-82439.5546875,93466.234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.2,ewins who was on the south west corner of elman houston streets testified that he could not describe the man he saw in the window,-10.496930122375488,11030.3203125,-82425.2578125,93455.578125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.2,euens who was on the south west corner of ellman houston streets testified that he could not describe the man he saw in the window,-10.918810844421388,10379.4921875,-82434.65625,92814.1484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ026-0068.wav,energy enters the plant to a small extent,0.0,energy enters the plant to a small extent,-5.593367576599121,3893.806640625,-28521.77734375,32415.583984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ026-0068.wav,energy enters the plant to a small extent,0.125,the energy enters the plant to a small extent,-8.148043632507324,3978.841796875,-28522.041015625,32500.8828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ026-0068.wav,energy enters the plant to a small extent,0.125,energy enters the plant to a small extent .,-8.771021842956543,4161.3125,-28548.748046875,32710.060546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0075.wav,once you know that you must put the crosshairs on the target and that is all that is necessary,0.0,once you know that you must put the crosshairs on the target and that is all that is necessary,-6.846982955932617,7895.31640625,-49211.9453125,57107.26171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0096.wav,the fatal consequences whereof might be prevented if the justices of the peace were duly authorized,0.125,the fatal consequences were of might be prevented if the justices of the peace were duly authorized,-6.446573734283447,3939.203125,-57397.375,61336.578125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0096.wav,the fatal consequences whereof might be prevented if the justices of the peace were duly authorized,0.1875,the fatal consequences were of might be prevented if the justices of the piece were duly authorized,-8.595219612121582,3931.8515625,-57404.734375,61336.5859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0014.wav,speaking on a debate on prison matters he declared that,0.0,speaking on a debate on prison matters he declared that,-10.801151275634766,4824.515625,-38132.234375,42956.75
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0161.wav,he was reported to have fallen away to a shadow,0.2,he was reported to have fallen a way to a shadow,-8.836603164672852,3549.408203125,-29148.53515625,32697.943359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0161.wav,he was reported to have fallen away to a shadow,0.0,he was reported to have fallen away to a shadow,-9.166268348693848,3678.18359375,-29163.75390625,32841.9375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0161.wav,he was reported to have fallen away to a shadow,0.1,he was reported to have fallen away to his shadow,-12.365910530090332,3632.080078125,-29145.869140625,32777.94921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ018-0239.wav,his disappearance gave color and substance to evil reports already in circulation that the will and conveyance above referred to,0.0,his disappearance gave color and substance to evil reports already in circulation that the will and conveyance above referred to,-6.300943851470947,13754.4453125,-84402.5390625,98156.984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ019-0257.wav,here the tread wheel was in use there cellular cranks or hard labor machines,0.0,here the tread wheel was in use there cellular cranks or hard labor machines,-9.520853996276855,7217.109375,-65917.859375,73134.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ019-0257.wav,here the tread wheel was in use there cellular cranks or hard labor machines,0.1428571428571428,here the treadwheel was in use there cellular cranks or hard labor machines,-9.902708053588867,7146.15625,-66072.234375,73218.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0008.wav,you tap gently with your heel upon the shoulder of the dromedary to urge her on,0.0,you tap gently with your heel upon the shoulder of the dromedary to urge her on,-9.165175437927246,6444.95703125,-44953.671875,51398.62890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0008.wav,you tap gently with your heel upon the shoulder of the dromedary to urge her on,0.0625,you tap gently with your heel upon the shoulder of the dromedary to urge her arm,-10.862334251403809,6107.7421875,-45002.82421875,51110.56640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.0,this plan of mine is no attack on the court,-7.754316329956055,4259.6328125,-31586.64453125,35846.27734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mind is no attack on the court,-11.269964218139648,4298.24609375,-31548.96875,35847.21484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,no night clubs or bowling alleys no places of recreation except the trade union dances i have had enough,0.1052631578947368,no nightclubs or bowling alleys no places of recreation except the trade union dances i have had enough,-7.442995548248291,12666.3828125,-84827.4921875,97493.875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,no night clubs or bowling alleys no places of recreation except the trade union dances i have had enough,0.1578947368421052,no nightclubs or bowling alleys no places of recreation except the trade union dances i have had enough .,-14.060182571411133,13122.421875,-84900.25,98022.671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,the police asked him whether he could pick out his passenger from the lineup,0.1428571428571428,the police asked him whether he could pick out his passenger from the line up,-4.050319671630859,6137.90234375,-38351.4296875,44489.33203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,the police asked him whether he could pick out his passenger from the lineup,0.2142857142857142,the police asked him whether he could pig out his passenger from the line up,-8.792240142822266,6124.828125,-38330.61328125,44455.44140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,the police asked him whether he could pick out his passenger from the lineup,0.0,the police asked him whether he could pick out his passenger from the lineup,-8.904118537902832,6745.4140625,-38350.7109375,45096.125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0058.wav,during his presidency franklin d roosevelt made almost 400 journeys and traveled more than 350000 miles,0.0,during his presidency franklin d roosevelt made almost 400 journeys and traveled more than 350000 miles,-8.211687088012695,12638.8125,-90037.578125,102676.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,0.0526315789473684,he was seen afterward smoking and talking with his hosts in their back parlor and never seen again alive,-7.940877437591553,9762.859375,-68490.0078125,78252.8671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,0.1052631578947368,he was seen afterward to smoking and talking with his hosts in their back parlor and never seen again alive,-8.55778694152832,9215.890625,-68507.375,77723.265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,0.0,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,-9.228116989135742,9552.6640625,-68441.734375,77994.3984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.1818181818181818,long narrow rooms one.36 feet 6.23 feet and the 8th 18,-6.782966613769531,7789.6640625,-73974.6953125,81764.359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.0,long narrow rooms 136 feet 623 feet and the 8th 18,-7.290727615356445,7638.953125,-73957.9609375,81596.9140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.3636363636363636,long narrow rooms one.36 feet 6.23 feet and the 8.18,-7.836628913879394,7600.0078125,-73966.1171875,81566.125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.1818181818181818,long narrow rooms 136 feet 6 23 feet and the 8th 18,-7.871741771697998,7797.6328125,-74021.765625,81819.3984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.0909090909090909,long narrow rooms 136 feet 6.23 feet and the 8th 18,-8.254436492919922,7506.703125,-74007.984375,81514.6875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.0909090909090909,long narrow rooms 136 feet 623 feet and the 8th,-8.936042785644531,7320.28125,-74026.3828125,81346.6640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon we,-8.334755897521973,1367.50390625,-13652.3037109375,15019.8076171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.0,we come to the sermon,-9.941080093383787,1795.681640625,-13638.0654296875,15433.7470703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon thank,-9.959755897521973,1555.0712890625,-13673.1015625,15228.1728515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon the,-10.312294960021973,1611.244140625,-13630.400390625,15241.64453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon and,-10.662880897521973,1487.1923828125,-13612.1015625,15099.2939453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon you,-10.735146522521973,1562.796875,-13652.654296875,15215.451171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon let,-11.189737319946287,1655.8486328125,-13626.3955078125,15282.244140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon i,-11.197061538696287,1560.125,-13633.1865234375,15193.3115234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon thanks,-11.277139663696287,1657.7646484375,-13629.96875,15287.7333984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon this,-11.397745132446287,1569.521484375,-13636.880859375,15206.40234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon if,-11.538858413696287,1449.9775390625,-13642.732421875,15092.7099609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon a,-11.599405288696287,1383.91796875,-13643.884765625,15027.802734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon now,-11.634805679321287,1622.220703125,-13635.9580078125,15258.1787109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon for,-11.642618179321287,1355.4541015625,-13663.0986328125,15018.552734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon what,-11.684366226196287,1617.9267578125,-13634.7822265625,15252.708984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon to,-11.700357437133787,1395.6689453125,-13642.833984375,15038.5029296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon all,-11.747964859008787,1464.0009765625,-13657.4833984375,15121.484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon so,-11.79685401916504,1745.0673828125,-13643.83203125,15388.8994140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon please,-11.85215187072754,1643.048828125,-13626.416015625,15269.46484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon in,-12.006631851196287,1322.7763671875,-13656.421875,14979.1982421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon 7,-12.03598976135254,1359.8037109375,-13632.8642578125,14992.66796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon when,-12.082681655883787,1655.6455078125,-13627.857421875,15283.5029296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon there,-12.082803726196287,1611.58984375,-13639.8759765625,15251.4658203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon end,-12.143106460571287,1448.3076171875,-13624.921875,15073.2294921875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon go,-12.162393569946287,1469.4736328125,-13661.6416015625,15131.115234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon that,-12.180948257446287,1469.4775390625,-13649.1748046875,15118.65234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon it,-12.199014663696287,1412.544921875,-13623.998046875,15036.54296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon no,-12.254678726196287,1559.361328125,-13656.5302734375,15215.8916015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon one,-12.261270523071287,1605.580078125,-13652.6865234375,15258.2666015625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon our,-12.297891616821287,1505.2138671875,-13656.4716796875,15161.685546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon god,-12.416299819946287,1515.38671875,-13655.1953125,15170.58203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.2,we come to the sermon amen,-12.425088882446287,1537.392578125,-13665.4658203125,15202.8583984375
