audio_path,reference,wer,wspr_hyp,wspr_prob
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.05,the 1st physician to see the president at parkland hospital was doctor charles j carreco a resident in general surgery,-8.477823257446289
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0038.wav,the 1st physician to see the president at parkland hospital was doctor charles j carrico a resident in general surgery,0.05,the 1st physician to see the president at parkland hospital was doctor charles j kerico a resident in general surgery,-9.493624687194824
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of november 22 prior to the motorcade,0.0,during the morning of november 22 prior to the motorcade,-4.7573466300964355
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ048-0194.wav,during the morning of november 22 prior to the motorcade,0.1,during the morning of november 22th prior to the motorcade,-8.503518104553223
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0026.wav,on occasion the secret service has been permitted to have an agent riding in the passenger compartment with the president,0.0,on occasion the secret service has been permitted to have an agent riding in the passenger compartment with the president,-8.342618942260742
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0026.wav,on occasion the secret service has been permitted to have an agent riding in the passenger compartment with the president,0.05,on occasion the secret service has been permitted to have an agent writing in the passenger compartment with the president,-9.148567199707031
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,although at mister buxton is visit a new jail was in process of erection the 1st step towards reform since howard is visitation in 1774,0.08,although at mister buckston is visit a new jail was in process of erection the 1st step towards reforms since howard is visitation in 1774,-8.207300186157227
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,although at mister buxton is visit a new jail was in process of erection the 1st step towards reform since howard is visitation in 1774,0.04,although at mister buxton is visit a new jail was in process of erection the 1st step towards reforms since howard is visitation in 1774,-8.760787010192871
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0152.wav,although at mister buxton is visit a new jail was in process of erection the 1st step towards reform since howard is visitation in 1774,0.08,although at mister buchton is visit a new jail was in process of erection the 1st step towards reforms since howard is visitation in 1774,-9.12963581085205
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,or theirs might be one of many and it might be considered necessary to make an example,0.11764705882352941,or there is might be one of many and it might be considered necessary to make an example,-5.72052526473999
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ008-0278.wav,or theirs might be one of many and it might be considered necessary to make an example,0.058823529411764705,or there might be one of many and it might be considered necessary to make an example,-7.24325704574585
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.0,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,-11.466289520263672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey osborne,-15.802227020263672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey os,-15.845195770263672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey,-15.900997161865234
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey 0,-16.669414520263672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oz,-16.931133270263672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ043-0002.wav,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey oswald,0.05,the warren commission report by the president is commission on the assassination of president kennedy chapter 7 lee harvey a,-17.204570770263672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0114.wav,mister wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here,0.0,mister wakefield winds up his graphic but somewhat sensational account by describing another religious service which may appropriately be inserted here,-6.423344135284424
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0506.wav,a modern artist would have difficulty in doing such accurate work,0.0,a modern artist would have difficulty in doing such accurate work,-11.538276672363281
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ050-0168.wav,with the particular purposes of the agency involved the commission recognizes that this is a controversial area,0.0,with the particular purposes of the agency involved the commission recognizes that this is a controversial area,-14.498769760131836
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.1111111111111111,oswald is marine training in mark smanship his other rifle experience and his established familiarity with this particular weapon,-8.636833190917969
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.1111111111111111,oswald is marine training in marc smanship his other rifle experience and his established familiarity with this particular weapon,-9.38416576385498
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0223.wav,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,0.0,oswald is marine training in marksmanship his other rifle experience and his established familiarity with this particular weapon,-12.633735656738281
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ029-0032.wav,according to 0 donnell quote we had a motorcade wherever we went end quote,0.0,according to 0 donnell quote we had a motorcade wherever we went end quote,-6.86228609085083
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.0,doctor clark who most closely observed the head wound,-6.193395137786865
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.2222222222222222,doctor clark who most closely observed the head will not,-6.659241676330566
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.2222222222222222,doctor clark who most closely observed the headwound,-7.313102722167969
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.2222222222222222,doctor clark who most closely observed the headwond,-8.385250091552734
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.1111111111111111,doctor klark who most closely observed the head wound,-8.393688201904297
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.1111111111111111,doctor clarke who most closely observed the head wound,-8.554888725280762
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.3333333333333333,doctor clarke who most closely observed the head will not,-8.966272354125977
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.1111111111111111,doctor clark who most closely observed the head wound .,-9.052770614624023
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0070.wav,doctor clark who most closely observed the head wound,0.1111111111111111,doctor clark who most closely observe the head wound,-9.195592880249023
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.12,euens who was on the southwest corner of elleman houston streets testified that he could not describe the man he saw in the window,-13.256547927856445
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0198.wav,euins who was on the southwest corner of elm and houston streets testified that he could not describe the man he saw in the window,0.2,uns who was on the south west corner of elman houston streets testified that he could not describe the man he saw in the window,-13.63980770111084
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ026-0068.wav,energy enters the plant to a small extent,0.0,energy enters the plant to a small extent,-7.0884809494018555
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ026-0068.wav,energy enters the plant to a small extent,0.125,the energy enters the plant to a small extent,-8.660087585449219
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ039-0075.wav,once you know that you must put the crosshairs on the target and that is all that is necessary,0.0,once you know that you must put the crosshairs on the target and that is all that is necessary,-9.317216873168945
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0096.wav,the fatal consequences whereof might be prevented if the justices of the peace were duly authorized,0.1875,the fatal consequences we are of might be prevented if the justices of the peace were duly authorized,-11.445581436157227
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ004-0096.wav,the fatal consequences whereof might be prevented if the justices of the peace were duly authorized,0.25,the fatal consequences we are of might be prevented if the justices of the piece were duly authorized,-13.420133590698242
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ005-0014.wav,speaking on a debate on prison matters he declared that,0.0,speaking on a debate on prison matters he declared that,-8.2221040725708
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0161.wav,he was reported to have fallen away to a shadow,0.0,he was reported to have fallen away to a shadow,-8.63557243347168
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ018-0239.wav,his disappearance gave color and substance to evil reports already in circulation that the will and conveyance above referred to,0.0,his disappearance gave color and substance to evil reports already in circulation that the will and conveyance above referred to,-9.310312271118164
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ019-0257.wav,here the tread wheel was in use there cellular cranks or hard labor machines,0.0,here the tread wheel was in use there cellular cranks or hard labor machines,-8.856290817260742
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ019-0257.wav,here the tread wheel was in use there cellular cranks or hard labor machines,0.14285714285714285,here the treadwheel was in use there cellular cranks or hard labor machines,-8.94031810760498
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0008.wav,you tap gently with your heel upon the shoulder of the dromedary to urge her on,0.0625,you tap gently with your heel upon the shoulder of the dramatary to urge her on,-9.291646957397461
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0008.wav,you tap gently with your heel upon the shoulder of the dromedary to urge her on,0.0,you tap gently with your heel upon the shoulder of the dromedary to urge her on,-10.588266372680664
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0008.wav,you tap gently with your heel upon the shoulder of the dromedary to urge her on,0.125,you tap gently with your heel upon the shoulder of the drama dairy to urge her on,-11.243232727050781
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.0,this plan of mine is no attack on the court,-12.233495712280273
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court thank,-12.675579071044922
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court .,-12.844388961791992
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court the,-12.996828079223633
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court mus,-13.364429473876953
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court thanks,-13.516429901123047
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court i,-13.652141571044922
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court this,-13.675206184387207
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court you,-13.856203079223633
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court a,-13.949016571044922
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ024-0083.wav,this plan of mine is no attack on the court,0.1,this plan of mine is no attack on the court m,-13.992992401123047
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,no night clubs or bowling alleys no places of recreation except the trade union dances i have had enough,0.10526315789473684,no nightclubs or bowling alleys no places of recreation except the trade union dances i have had enough,-6.853834629058838
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0129.wav,no night clubs or bowling alleys no places of recreation except the trade union dances i have had enough,0.15789473684210525,no nightclubs or bowling alleys no places of recreation except the trade union dances i have had enough .,-14.32258415222168
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,the police asked him whether he could pick out his passenger from the lineup,0.14285714285714285,the police asked him whether he could pick out his passenger from the line up,-7.004844665527344
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0103.wav,the police asked him whether he could pick out his passenger from the lineup,0.0,the police asked him whether he could pick out his passenger from the lineup,-8.986586570739746
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0058.wav,during his presidency franklin d roosevelt made almost 400 journeys and traveled more than 350000 miles,0.0,during his presidency franklin d roosevelt made almost 400 journeys and traveled more than 350000 miles,-6.724926948547363
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0058.wav,during his presidency franklin d roosevelt made almost 400 journeys and traveled more than 350000 miles,0.0625,during his presidency franklin d roosevelt made almost 400 journies and traveled more than 350000 miles,-9.516733169555664
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,0.0,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,-9.395751953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0076.wav,he was seen afterwards smoking and talking with his hosts in their back parlor and never seen again alive,0.05263157894736842,he was seen afterward smoking and talking with his hosts in their back parlor and never seen again alive,-9.764593124389648
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.36363636363636365,long narrow rooms one 36 feet 6 23 feet and the 8th 18,-5.202911853790283
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.18181818181818182,long narrow rooms one.36 feet 6.23 feet and the 8th 18,-6.613677024841309
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.0,long narrow rooms 136 feet 623 feet and the 8th 18,-7.813097953796387
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.45454545454545453,long narrow rooms one 36 feet 6 23 feet and the 8 18,-8.394871711730957
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.36363636363636365,long narrow rooms one.36 feet 6.23 feet and the 8.18,-8.595589637756348
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.5454545454545454,long narrow rooms one 36 ft 6 23 ft and the 8th 18,-8.610127449035645
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.45454545454545453,long narrow rooms one 36 feet 6 23 feet and the 8th 18th,-8.984161376953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0043.wav,long narrow rooms 136 feet 623 feet and the 8th 18,0.09090909090909091,long narrow rooms 136 feet 623 feet and the 8th,-9.533453941345215
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ009-0076.wav,we come to the sermon,0.0,we come to the sermon,-5.485053062438965
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ017-0131.wav,even when the high sheriff had told him there was no possibility of a reprieve and within a few hours of execution,0.0,even when the high sheriff had told him there was no possibility of a reprieve and within a few hours of execution,-5.668371200561523
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0184.wav,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes,0.0,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes,-7.728837966918945
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,when other pleasures palled he took a theater and posed as a munificent patron of the dramatic art,0.05555555555555555,when other pleasures pauled he took a theater and posed as a munificent patron of the dramatic art,-9.43903636932373
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,when other pleasures palled he took a theater and posed as a munificent patron of the dramatic art,0.1111111111111111,when other pleasures pauled he took a theater and posed as a magnificent patron of the dramatic art,-10.858176231384277
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.5,old exchange rate in addition to his factory salary of a proximately equal amount,-6.141488075256348
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.3,old exchange rate in addition to his factory salary of approximately equal amount,-6.410191059112549
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.4,old exchange rate in addition to his factory salary of a approximately equal amount,-7.117429256439209
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.4,old exchange rate in addition to his factory salary of approximately equal,-7.258739948272705
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,hill had both feet on the car and was climbing aboard to assist president and missus kennedy,0.11764705882352941,hill had both feet on the car and was climbing a board to assist president and missus kennedy,-7.320030689239502
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,hill had both feet on the car and was climbing aboard to assist president and missus kennedy,0.0,hill had both feet on the car and was climbing aboard to assist president and missus kennedy,-9.000307083129883
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.047619047619047616,then let 20 days pass and at the end of that time station near the chaldean gates a body of 4000,-10.971587181091309
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.09523809523809523,then let 20 days pass and at the end of that time station near the childie and gates a body of 4000,-18.621219635009766
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.09523809523809523,then let 20 days pass and at the end of that time station near the chaldean gates a body of 4000 .,-18.674713134765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.09523809523809523,then let 20 days pass and at the end of that time station near the chaldean gates a body of 4000%,-19.034088134765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.16666666666666666,while they were in a state of incense ability the murder was committed,-6.265491485595703
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.08333333333333333,while they were in a state of insensibility the murder was commited,-8.752881050109863
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.08333333333333333,while they were in a state of insensitivity the murder was committed,-9.924785614013672
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.0,while they were in a state of insensibility the murder was committed,-11.006355285644531
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0053.wav,reached the same conclusion as latona that the prints found on the cartons were those of lee harvey oswald,0.0,reached the same conclusion as latona that the prints found on the cartons were those of lee harvey oswald,-7.319291114807129
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0053.wav,reached the same conclusion as latona that the prints found on the cartons were those of lee harvey oswald,0.05263157894736842,reached the same conclusion as latona that the prince found on the cartons were those of lee harvey oswald,-7.333087921142578
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn natory facts which well supported the prosecution,-6.164005756378174
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn neatory facts which well supported the prosecution,-6.289726734161377
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn notory facts which well supported the prosecution,-6.7202582359313965
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.0,these were damnatory facts which well supported the prosecution,-7.482205867767334
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn tatory facts which well supported the prosecution,-7.493547439575195
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.1111111111111111,these were damnnatory facts which well supported the prosecution,-8.41791820526123
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ015-0203.wav,but were the precautions too minute the vigilance too close to be eluded or overcome,0.2,but were the precautions to my newt the vigilance too close to be eluded or overcome,-5.875859260559082
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ015-0203.wav,but were the precautions too minute the vigilance too close to be eluded or overcome,0.2,but were the precautions to my nute the vigilance too close to be eluded or overcome,-6.941538333892822
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ015-0203.wav,but were the precautions too minute the vigilance too close to be eluded or overcome,0.2,but were the precautions to my mute the vigilance too close to be eluded or overcome,-8.99972915649414
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0093.wav,but his scribe wrote it in the manner customary for the scribes of those days to write of their royal masters,0.0,but his scribe wrote it in the manner customary for the scribes of those days to write of their royal masters,-8.527294158935547
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0018.wav,the inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of london,0.0,the inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of london,-7.718414306640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0275.wav,at last in the 20th month,0.0,at last in the 20th month,-6.4629011154174805
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0275.wav,at last in the 20th month,0.16666666666666666,at last in the 20th month .,-8.785529136657715
